Result Number,EE_DISPLAY_ID,EE_ORDERING_ID,DOWNLOADABLE,ON_DEMAND,Landsat Scene Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,Date Acquired,Start Time,Stop Time,Image Quality VCID 1,Image Quality VCID 2,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Full Aperture Calibration,Gain Band 1,Gain Band 2,Gain Band 3,Gain Band 4,Gain Band 5,Gain Band 6 VCID 1,Gain Band 6 VCID 2,Gain Band 7,Gain Band 8,Browse Exists,Data Category,Gap Phase Source,Gap Phase Statistic,Gain Change Band 1,Gain Change Band 2,Gain Change Band 3,Gain Change Band 4,Gain Change Band 5,Gain Change Band 6 VCID 1,Gain Change Band 6 VCID 2,Gain Change Band 7,Gain Change Band 8,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Date Acquired Gap Fill,Gap Fill,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Map Projection L1,Datum,Ellipsoid,UTM Zone,Vertical Longitude from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scan Gap Interpolation,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec
146,LE70200472004274ASN01,LE70200472004274ASN01,0,Y,LE70200472004274ASN01,N/A,ASN,DAY, 020, 047,2004/09/30,2004:274:16:11:16.7437499,2004:274:16:11:43.9075624, 9, 9,  57.79,  54.46,  47.33,  61.42,  67.97,57.3914223,129.6983337,18°48'30.96"N,89°57'11.16"W,19°45'23.04"N,90°39'53.28"W,19°29'48.48"N,88°52'03.72"W,18°06'58.32"N,91°01'49.80"W,17°51'32.76"N,89°15'02.16"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,1.997048,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73851   (19°44'18.64"N), -91.04218  (91°02'31.85"W), 19.77536   (19°46'31.30"N), -88.77730  (88°46'38.28"W), 17.81008   (17°48'36.29"N), -90.99639   (90°59'47.00"W), 17.84308   (17°50'35.09"N), -88.75711   (88°45'25.60"W),14261,15841,7131,7921,7131,7921,,,12,12.769,11.89,4.655,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.8086,-89.9531,19.73851,-91.04218,19.77536,-88.7773,17.81008,-90.99639,17.84308,-88.75711
147,LE70200472004226EDC02,LE70200472004226EDC02,0,Y,LE70200472004226EDC02,N/A,EDC,DAY, 020, 047,2004/08/13,2004:226:16:11:30.2288749,2004:226:16:11:57.3874375, 9, 9,  20.38,  15.02,  29.99,   7.27,  29.25,62.6805191,94.8999252,18°47'36.96"N,89°55'47.28"W,19°44'32.28"N,90°38'25.08"W,19°28'59.16"N,88°50'38.04"W,18°06'06.48"N,91°00'22.68"W,17°50'42.00"N,89°13'37.20"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-13.430155,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73909   (19°44'20.72"N), -91.01647  (91°00'59.29"W), 19.77558   (19°46'32.09"N), -88.75440  (88°45'15.84"W), 17.81060   (17°48'38.16"N), -90.97097   (90°58'15.49"W), 17.84329   (17°50'35.84"N), -88.73447   (88°44'04.09"W),14261,15821,7131,7911,7131,7911,,,54,8.141,3.488,7.356,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7936,-89.9298,19.73909,-91.01647,19.77558,-88.7544,17.8106,-90.97097,17.84329,-88.73447
148,LE70200472004210EDC01,LE70200472004210EDC01,0,Y,LE70200472004210EDC01,N/A,EDC,DAY, 020, 047,2004/07/28,2004:210:16:11:34.2597500,2004:210:16:12:01.4161875, 9, 9,  31.03,  28.00,  33.35,  27.22,  35.53,62.9617767,85.2870483,18°47'11.04"N,89°55'39.00"W,19°44'00.96"N,90°38'21.84"W,19°28'29.28"N,88°50'36.96"W,18°05'39.12"N,91°00'10.80"W,17°50'14.64"N,89°13'27.84"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,7.825796,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73368   (19°44'01.25"N), -91.01634  (91°00'58.82"W), 19.77019   (19°46'12.68"N), -88.75147  (88°45'05.29"W), 17.80790   (17°48'28.44"N), -90.97091   (90°58'15.28"W), 17.84060   (17°50'26.16"N), -88.73161   (88°43'53.80"W),14241,15841,7121,7921,7121,7921,,,26,6.09,5.384,2.846,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7864,-89.9275,19.73368,-91.01634,19.77019,-88.75147,17.8079,-90.97091,17.8406,-88.73161
149,LE70200472004194EDC01,LE70200472004194EDC01,0,Y,LE70200472004194EDC01,N/A,EDC,DAY, 020, 047,2004/07/12,2004:194:16:11:40.9896875,2004:194:16:12:08.1432499, 9, 9,  25.20,   8.52,  23.32,  32.00,  36.96,63.2393265,78.5268402,18°46'47.28"N,89°56'16.80"W,19°43'35.40"N,90°38'55.32"W,19°28'01.56"N,88°51'10.08"W,18°05'11.76"N,91°00'54.72"W,17°49'47.64"N,89°14'11.40"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-13.375392,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73890   (19°44'20.04"N), -91.02504  (91°01'30.14"W), 19.77547   (19°46'31.69"N), -88.76585  (88°45'57.06"W), 17.80502   (17°48'18.07"N), -90.97932   (90°58'45.55"W), 17.83776   (17°50'15.94"N), -88.74574   (88°44'44.66"W),14301,15801,7151,7901,7151,7901,,,20,5.357,2.726,4.611,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7798,-89.938,19.7389,-91.02504,19.77547,-88.76585,17.80502,-90.97932,17.83776,-88.74574
150,LE70200472004162EDC01,LE70200472004162EDC01,0,Y,LE70200472004162EDC01,N/A,EDC,DAY, 020, 047,2004/06/10,2004:162:16:11:45.6914374,2004:162:16:12:12.8408125, 9, 9,  44.82,  43.00,  58.30,  37.04,  40.92,64.600502,75.5660629,18°46'06.60"N,89°55'37.20"W,19°42'50.04"N,90°38'18.24"W,19°27'15.48"N,88°50'31.20"W,18°04'26.76"N,91°00'14.76"W,17°49'00.84"N,89°13'29.28"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-12.562677,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73903   (19°44'20.51"N), -91.01933  (91°01'09.59"W), 19.77556   (19°46'32.02"N), -88.75726  (88°45'26.14"W), 17.80513   (17°48'18.47"N), -90.97368   (90°58'25.25"W), 17.83784   (17°50'16.22"N), -88.73725   (88°44'14.10"W),14301,15821,7151,7911,7151,7911,,,10,6.127,3.432,5.075,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7685,-89.927,19.73903,-91.01933,19.77556,-88.75726,17.80513,-90.97368,17.83784,-88.73725
151,LE70200472004146ASN02,LE70200472004146ASN02,0,Y,LE70200472004146ASN02,N/A,ASN,DAY, 020, 047,2004/05/25,2004:146:16:11:51.9495000,2004:146:16:12:19.0971249, 9, 9,  19.94,  15.52,  26.89,  11.21,  26.11,65.2959595,80.1521225,18°45'52.92"N,89°56'23.28"W,19°42'42.48"N,90°39'03.24"W,19°27'07.20"N,88°51'15.84"W,18°04'21.36"N,91°01'01.56"W,17°48'55.08"N,89°14'15.36"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,2.772575,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73593   (19°44'09.35"N), -91.03640  (91°02'11.04"W), 19.77270   (19°46'21.72"N), -88.77154  (88°46'17.54"W), 17.81020   (17°48'36.72"N), -90.99074   (90°59'26.66"W), 17.84313   (17°50'35.27"N), -88.75145   (88°45'05.22"W),14241,15841,7121,7921,7121,7921,,,30,4.344,3.22,2.916,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7647,-89.9398,19.73593,-91.0364,19.7727,-88.77154,17.8102,-90.99074,17.84313,-88.75145
152,LE70200472004130ASN01,LE70200472004130ASN01,0,Y,LE70200472004130ASN01,N/A,ASN,DAY, 020, 047,2004/05/09,2004:130:16:11:53.3072500,2004:130:16:12:20.4531875, 9, 9,  57.63,  73.63,  55.31,  48.09,  53.50,65.256546,88.575058,18°45'43.92"N,89°55'57.72"W,19°42'33.12"N,90°38'36.24"W,19°26'56.76"N,88°50'49.56"W,18°04'11.64"N,91°00'35.28"W,17°48'44.64"N,89°13'50.16"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-12.759825,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73883   (19°44'19.79"N), -91.02790  (91°01'40.44"W), 19.77544   (19°46'31.58"N), -88.76871  (88°46'07.36"W), 17.80496   (17°48'17.86"N), -90.98215   (90°58'55.74"W), 17.83774   (17°50'15.86"N), -88.74857   (88°44'54.85"W),14301,15801,7151,7901,7151,7901,,,15,9.985,6.842,7.273,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7622,-89.9327,19.73883,-91.0279,19.77544,-88.76871,17.80496,-90.98215,17.83774,-88.74857
153,LE70200472004114ASN04,LE70200472004114ASN04,0,Y,LE70200472004114ASN04,N/A,ASN,DAY, 020, 047,2004/04/23,2004:114:16:11:49.5892500,2004:114:16:12:16.7336875, 9, 9,  21.30,   6.25,  38.20,   1.14,  39.61,63.871357,99.2679901,18°45'41.40"N,89°54'23.40"W,19°42'33.84"N,90°37'00.48"W,19°26'57.48"N,88°49'15.24"W,18°04'12.72"N,90°58'57.72"W,17°48'45.00"N,89°12'14.04"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,2.4263,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73935   (19°44'21.66"N), -91.00505  (91°00'18.18"W), 19.77567   (19°46'32.41"N), -88.74581  (88°44'44.92"W), 17.80813   (17°48'29.27"N), -90.95962   (90°57'34.63"W), 17.84065   (17°50'26.34"N), -88.72595   (88°43'33.42"W),14281,15801,7141,7901,7141,7901,,,63,4.34,2.728,3.376,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7615,-89.9065,19.73935,-91.00505,19.77567,-88.74581,17.80813,-90.95962,17.84065,-88.72595
154,LE70200472004098ASN01,LE70200472004098ASN01,0,Y,LE70200472004098ASN01,N/A,ASN,DAY, 020, 047,2004/04/07,2004:098:16:11:56.0721874,2004:098:16:12:23.2150624, 9, 9,  32.96,  12.07,  28.17,  48.66,  42.94,60.9395027,109.9588318,18°45'44.28"N,89°55'35.40"W,19°42'25.56"N,90°38'12.84"W,19°26'48.48"N,88°50'30.12"W,18°04'05.88"N,91°00'10.80"W,17°48'37.08"N,89°13'29.64"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-4.362686,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73336   (19°44'00.10"N), -91.03062  (91°01'50.23"W), 19.77002   (19°46'12.07"N), -88.76865  (88°46'07.14"W), 17.80761   (17°48'27.40"N), -90.98503   (90°59'06.11"W), 17.84045   (17°50'25.62"N), -88.74859   (88°44'54.92"W),14241,15821,7121,7911,7121,7911,,,62,4.534,2.718,3.629,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7623,-89.9265,19.73336,-91.03062,19.77002,-88.76865,17.80761,-90.98503,17.84045,-88.74859
155,LE70200472004066ASN01,LE70200472004066ASN01,0,Y,LE70200472004066ASN01,N/A,ASN,DAY, 020, 047,2004/03/06,2004:066:16:11:53.8503124,2004:066:16:12:20.9902499, 9, 9,  52.94,   9.58,  68.61,  38.80,  94.78,52.099968,126.6608429,18°46'08.04"N,89°55'01.20"W,19°42'57.96"N,90°37'37.56"W,19°27'18.36"N,88°49'52.32"W,18°04'37.56"N,90°59'39.12"W,17°49'06.96"N,89°12'55.80"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-10.598761,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73896   (19°44'20.26"N), -91.02219  (91°01'19.88"W), 19.77550   (19°46'31.80"N), -88.76298  (88°45'46.73"W), 17.80508   (17°48'18.29"N), -90.97650   (90°58'35.40"W), 17.83779   (17°50'16.04"N), -88.74291   (88°44'34.48"W),14301,15801,7151,7901,7151,7901,,,21,6.595,5.067,4.222,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7689,-89.917,19.73896,-91.02219,19.7755,-88.76298,17.80508,-90.9765,17.83779,-88.74291
156,LE70200472004018EDC01,LE70200472004018EDC01,0,Y,LE70200472004018EDC01,N/A,EDC,DAY, 020, 047,2004/01/18,2004:018:16:11:40.7378749,2004:018:16:12:07.8736875, 9, 9,   0.17,   0.01,   0.62,   0.01,   0.05,41.1609001,142.2367706,18°47'05.64"N,89°54'18.72"W,19°43'49.80"N,90°36'58.68"W,19°28'08.04"N,88°49'10.92"W,18°05'33.00"N,90°59'01.68"W,17°50'00.24"N,89°12'15.12"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,DE,2.879984,HH,HH,HH,HH,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73368   (19°44'01.25"N), -91.01634  (91°00'58.82"W), 19.77019   (19°46'12.68"N), -88.75147  (88°45'05.29"W), 17.80790   (17°48'28.44"N), -90.97091   (90°58'15.28"W), 17.84060   (17°50'26.16"N), -88.73161   (88°43'53.80"W),14241,15841,7121,7921,7121,7921,,,150,5.475,4.035,3.7,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7849,-89.9052,19.73368,-91.01634,19.77019,-88.75147,17.8079,-90.97091,17.8406,-88.73161
157,LE70200472003335EDC01,LE70200472003335EDC01,0,Y,LE70200472003335EDC01,N/A,EDC,DAY, 020, 047,2003/12/01,2003:335:16:11:21.8844375,2003:335:16:11:49.0169374, 9, 9,   4.79,   0.34,   7.82,   0.58,  10.41,42.9500008,148.5488434,18°47'57.48"N,89°54'59.04"W,19°44'42.00"N,90°37'35.40"W,19°29'01.32"N,88°49'52.68"W,18°06'25.20"N,90°59'37.68"W,17°50'53.88"N,89°12'56.16"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,10.84307,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73349   (19°44'00.56"N), -91.02491  (91°01'29.68"W), 19.77005   (19°46'12.18"N), -88.76579  (88°45'56.84"W), 17.80231   (17°48'08.32"N), -90.97926   (90°58'45.34"W), 17.83505   (17°50'06.18"N), -88.74571   (88°44'44.56"W),14281,15801,7141,7901,7141,7901,,,94,4.762,3.432,3.301,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7993,-89.9164,19.73349,-91.02491,19.77005,-88.76579,17.80231,-90.97926,17.83505,-88.74571
158,LE70200472003319EDC01,LE70200472003319EDC01,0,Y,LE70200472003319EDC01,N/A,EDC,DAY, 020, 047,2003/11/15,2003:319:16:11:17.1864374,2003:319:16:11:44.3176875, 9, 9,  62.41,  62.53,  85.55,  24.18,  77.39,46.2772331,147.2357788,18°48'05.40"N,89°56'06.00"W,19°45'01.80"N,90°38'40.20"W,19°29'21.48"N,88°50'54.96"W,18°06'42.84"N,91°00'42.48"W,17°51'11.16"N,89°13'58.80"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-2.178947,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73574   (19°44'08.66"N), -91.04497  (91°02'41.89"W), 19.77262   (19°46'21.43"N), -88.78013  (88°46'48.47"W), 17.81003   (17°48'36.11"N), -90.99921   (90°59'57.16"W), 17.84306   (17°50'35.02"N), -88.75994   (88°45'35.78"W),14241,15841,7121,7921,7121,7921,,,18,4.62,3.253,3.28,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.8015,-89.935,19.73574,-91.04497,19.77262,-88.78013,17.81003,-90.99921,17.84306,-88.75994
159,LE70200472003287ASN01,LE70200472003287ASN01,0,Y,LE70200472003287ASN01,N/A,ASN,DAY, 020, 047,2003/10/14,2003:287:16:10:51.3424999,2003:287:16:11:18.4720625, 9, 9,  11.00,   3.24,  18.69,   6.12,  15.95,54.3333206,137.026123,18°48'07.92"N,89°54'48.60"W,19°44'58.20"N,90°37'28.20"W,19°29'17.88"N,88°49'37.20"W,18°06'39.96"N,90°59'28.68"W,17°51'08.64"N,89°12'39.60"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-13.306904,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73632   (19°44'10.75"N), -91.01926  (91°01'09.34"W), 19.77285   (19°46'22.26"N), -88.75723  (88°45'26.03"W), 17.80513   (17°48'18.47"N), -90.97368   (90°58'25.25"W), 17.83784   (17°50'16.22"N), -88.73725   (88°44'14.10"W),14281,15821,7141,7911,7141,7911,,,44,5.068,3.22,3.913,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.8022,-89.9135,19.73632,-91.01926,19.77285,-88.75723,17.80513,-90.97368,17.83784,-88.73725
160,LE70200472003239EDC02,LE70200472003239EDC02,0,Y,LE70200472003239EDC02,N/A,EDC,DAY, 020, 047,2003/08/27,2003:239:16:11:04.2996875,2003:239:16:11:31.4253749, 9, 9,  45.31,  45.40,  33.96,  67.73,  34.12,62.0225945,104.3391724,18°47'42.00"N,89°55'48.36"W,19°44'35.88"N,90°38'25.80"W,19°29'02.04"N,88°50'40.92"W,18°06'16.92"N,91°00'19.44"W,17°50'52.08"N,89°13'36.12"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-7.662374,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.74147   (19°44'29.29"N), -91.03082  (91°01'50.95"W), 19.77812   (19°46'41.23"N), -88.77160  (88°46'17.76"W), 17.80761   (17°48'27.40"N), -90.98503   (90°59'06.11"W), 17.84042   (17°50'25.51"N), -88.75142   (88°45'05.11"W),14301,15801,7151,7901,7151,7901,,,,,,,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.795,-89.9301,19.74147,-91.03082,19.77812,-88.7716,17.80761,-90.98503,17.84042,-88.75142
161,LE70200472003223ASN01,LE70200472003223ASN01,0,Y,LE70200472003223ASN01,N/A,ASN,DAY, 020, 047,2003/08/11,2003:223:16:11:06.2006250,2003:223:16:11:33.3253124, 9, 9,  52.03,  40.01,  66.35,  20.30,  81.47,62.663826,93.0277405,18°47'25.44"N,89°54'58.32"W,19°44'14.28"N,90°37'35.76"W,19°28'40.44"N,88°49'53.40"W,18°05'58.56"N,90°59'30.12"W,17°50'33.72"N,89°12'49.32"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-2.660307,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73909   (19°44'20.72"N), -91.01647  (91°00'59.29"W), 19.77556   (19°46'32.02"N), -88.75726  (88°45'26.14"W), 17.80790   (17°48'28.44"N), -90.97091   (90°58'15.28"W), 17.84055   (17°50'25.98"N), -88.73727   (88°44'14.17"W),14281,15801,7141,7901,7141,7901,,,15,11.275,3.544,10.704,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7904,-89.9162,19.73909,-91.01647,19.77556,-88.75726,17.8079,-90.97091,17.84055,-88.73727
162,LE70200472003207EDC01,LE70200472003207EDC01,0,Y,LE70200472003207EDC01,N/A,EDC,DAY, 020, 047,2003/07/26,2003:207:16:11:11.7273749,2003:207:16:11:38.8510624, 9, 9,  39.62,  65.87,  35.65,  32.80,  24.15,62.913311,83.8902969,18°47'08.16"N,89°55'15.96"W,19°43'57.36"N,90°37'53.76"W,19°28'23.88"N,88°50'11.40"W,18°05'39.12"N,90°59'47.76"W,17°50'14.28"N,89°13'06.96"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,DE,-5.876468,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.74437   (19°44'39.73"N), -91.02232  (91°01'20.35"W), 19.78092   (19°46'51.31"N), -88.76304  (88°45'46.94"W), 17.80508   (17°48'18.29"N), -90.97650   (90°58'35.40"W), 17.83779   (17°50'16.04"N), -88.74291   (88°44'34.48"W),14341,15801,7171,7901,7171,7901,,,8,14.547,14.085,3.636,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,18.7856,-89.9211,19.74437,-91.02232,19.78092,-88.76304,17.80508,-90.9765,17.83779,-88.74291
163,LE70200472003143EDC00,LE70200472003143EDC00,0,Y,LE70200472003143EDC00,N/A,EDC,DAY, 020, 047,2003/05/23,2003:143:16:11:22.9621250,2003:143:16:11:50.0782499, 9, 9,  38.68,  25.31,  35.96,  44.43,  49.00,65.2745209,81.3669662,18°46'10.20"N,89°54'35.28"W,19°42'56.88"N,90°37'18.12"W,19°27'21.24"N,88°49'28.56"W,18°04'42.60"N,90°59'13.56"W,17°49'15.96"N,89°12'25.20"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73632   (19°44'10.75"N), -91.01926  (91°01'09.34"W), 19.77285   (19°46'22.26"N), -88.75723  (88°45'26.03"W), 17.80784   (17°48'28.22"N), -90.97374   (90°58'25.46"W), 17.84055   (17°50'25.98"N), -88.73727   (88°44'14.17"W),14261,15821,7131,7911,7131,7911,,,37,6.087,4.659,3.917,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,18.7695,-89.9098,19.73632,-91.01926,19.77285,-88.75723,17.80784,-90.97374,17.84055,-88.73727
164,LE70200472003127ASN00,LE70200472003127ASN00,0,Y,LE70200472003127ASN00,N/A,ASN,DAY, 020, 047,2003/05/07,2003:127:16:11:27.3639999,2003:127:16:11:54.4777500, 9, 9,   3.50,   2.36,   2.18,   4.00,   5.44,65.03582,90.2993011,18°46'03.72"N,89°55'04.44"W,19°42'50.04"N,90°37'42.60"W,19°27'14.76"N,88°49'58.08"W,18°04'33.96"N,90°59'39.48"W,17°49'06.96"N,89°12'56.16"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73613   (19°44'10.07"N), -91.02783  (91°01'40.19"W), 19.77273   (19°46'21.83"N), -88.76868  (88°46'07.25"W), 17.80767   (17°48'27.61"N), -90.98221   (90°58'55.96"W), 17.84045   (17°50'25.62"N), -88.74859   (88°44'54.92"W),14261,15801,7131,7901,7131,7901,,,178,4.464,2.769,3.501,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,18.7677,-89.9179,19.73613,-91.02783,19.77273,-88.76868,17.80767,-90.98221,17.84045,-88.74859
165,LE70200472003111ASN00,LE70200472003111ASN00,0,Y,LE70200472003111ASN00,N/A,ASN,DAY, 020, 047,2003/04/21,2003:111:16:11:25.8243125,2003:111:16:11:52.9355000, 9, 9,  43.90,  34.59,  45.21,  54.98,  40.81,63.3816223,101.114418,18°46'03.36"N,89°54'09.36"W,19°42'44.28"N,90°36'47.16"W,19°27'08.64"N,88°49'06.60"W,18°04'28.92"N,90°58'44.04"W,17°49'02.28"N,89°12'04.68"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73368   (19°44'01.25"N), -91.01634  (91°00'58.82"W), 19.77016   (19°46'12.58"N), -88.75434  (88°45'15.62"W), 17.80519   (17°48'18.68"N), -90.97085   (90°58'15.06"W), 17.83786   (17°50'16.30"N), -88.73442   (88°44'03.91"W),14261,15821,7131,7911,7131,7911,,,51,4.13,2.445,3.328,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,18.7676,-89.9026,19.73368,-91.01634,19.77016,-88.75434,17.80519,-90.97085,17.83786,-88.73442
