Result Number,EE_DISPLAY_ID,EE_ORDERING_ID,DOWNLOADABLE,ON_DEMAND,Landsat Scene Identifier,Spacecraft Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,WRS Type,Date Acquired,Start Time,Stop Time,Sensor Anomalies,Acquisition Quality,Quality Band 1,Quality Band 2,Quality Band 3,Quality Band 4,Quality Band 5,Quality Band 6,Quality Band 7,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Browse  Exists,Data Category,Map Projection LORa,Data Type L0Rp,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Reflective Samples,Reflective Lines,Thermal Lines,Thermal Samples,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Geometric RMSE Verify,Map Projection Level 1,Datum,Ellipsoid,UTM Zone,Vertical Long from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec
21,LT50200472000287XXX02,LT50200472000287XXX02,0,Y,LT50200472000287XXX02,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,2000/10/13,2000:287:16:01:14.42375,2000:287:16:01:41.53894,N,9,9,9,9,9,9,9,9,70,70,70,80,80,52.86196669,133.96620855, 18.79004   (18°47'24.14"N), -89.86039   (89°51'37.40"W), 19.70887   (19°42'31.93"N), -90.54950  (90°32'58.20"W), 19.45547   (19°27'19.69"N), -88.80670   (88°48'24.12"W), 18.11929   (18°07'09.44"N), -90.90629   (90°54'22.64"W), 17.86818 (17°52'05.45"N), -89.17927   (89°10'45.37"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.68519   (19°41'06.68"N), -91.00655   (91°00'23.58"S), 19.72139   (19°43'17.00"N), -88.75380   (88°45'13.68"S), 17.75397   (17°45'14.29"N), -90.96125  (90°57'40.50"W), 17.78637   (17°47'10.93"N), -88.73392   (88°44'02.11"S),7881,7141,7141,7881,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79004,-89.86039,19.68519,-91.00655,19.72139,-88.7538,17.75397,-90.96125,17.78637,-88.73392
22,LT50200472000271AAA02,LT50200472000271AAA02,0,Y,LT50200472000271AAA02,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,2000/09/27,2000:271:16:01:05.72144,2000:271:16:01:32.83594,N,9,9,9,9,9,9,9,9,60,70,60,60,40,56.1442026,124.80323312, 18.79213   (18°47'31.67"N), -89.88894   (89°53'20.18"W), 19.71096   (19°42'39.46"N), -90.57806  (90°34'41.02"W), 19.45755   (19°27'27.18"N), -88.83523   (88°50'06.83"W), 18.12138   (18°07'16.97"N), -90.93485   (90°56'05.46"W), 17.87027 (17°52'12.97"N), -89.20782   (89°12'28.15"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.72801   (19°43'40.84"N), -91.02763   (91°01'39.47"S), 19.76455   (19°45'52.38"N), -88.77431   (88°46'27.52"S), 17.79685   (17°47'48.66"N), -90.98197  (90°58'55.09"W), 17.82956   (17°49'46.42"N), -88.75415   (88°45'14.94"S),7881,7141,7141,7881,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79213,-89.88894,19.72801,-91.02763,19.76455,-88.77431,17.79685,-90.98197,17.82956,-88.75415
23,LT50200472000255XXX03,LT50200472000255XXX03,0,Y,LT50200472000255XXX03,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,2000/09/11,2000:255:16:00:54.29275,2000:255:16:01:21.40694,N,9,9,9,9,9,9,9,9,40,50,40,20,30,58.44452948,113.80472897, 18.79571   (18°47'44.56"N), -89.90921   (89°54'33.16"W), 19.71454   (19°42'52.34"N), -90.59834  (90°35'54.02"W), 19.46113   (19°27'40.07"N), -88.85548   (88°51'19.73"W), 18.12496   (18°07'29.86"N), -90.95514   (90°57'18.50"W), 17.87385 (17°52'25.86"N), -89.22807   (89°13'41.05"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.73568   (19°44'08.45"N), -91.04782   (91°02'52.15"S), 19.77245   (19°46'20.82"N), -88.79730   (88°47'50.28"S), 17.80185   (17°48'06.66"N), -91.00186  (91°00'06.70"W), 17.83477   (17°50'05.17"N), -88.77684   (88°46'36.62"S),7871,7151,7151,7871,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79571,-89.90921,19.73568,-91.04782,19.77245,-88.7973,17.80185,-91.00186,17.83477,-88.77684
24,LT50200472000239XXX02,LT50200472000239XXX02,0,Y,LT50200472000239XXX02,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,2000/08/26,2000:239:16:00:32.54544,2000:239:16:00:59.65894,N,7,7,7,7,7,7,7,7,40,50,50,30,40,59.66468194,102.28796799, 18.79293   (18°47'34.55"N), -89.89128   (89°53'28.61"W), 19.71176   (19°42'42.34"N), -90.58040  (90°34'49.44"W), 19.45835   (19°27'30.06"N), -88.83757   (88°50'15.25"W), 18.12218   (18°07'19.85"N), -90.93719   (90°56'13.88"W), 17.87107 (17°52'15.85"N), -89.21015   (89°12'36.54"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.73072   (19°43'50.59"N), -91.02769   (91°01'39.68"S), 19.76720   (19°46'01.92"N), -88.78007   (88°46'48.25"S), 17.79955   (17°47'58.38"N), -90.98203  (90°58'55.31"W), 17.83222   (17°49'55.99"N), -88.75983   (88°45'35.39"S),7861,7141,7141,7861,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79293,-89.89128,19.73072,-91.02769,19.7672,-88.78007,17.79955,-90.98203,17.83222,-88.75983
25,LT50200472000207XXX02,LT50200472000207XXX02,0,Y,LT50200472000207XXX02,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,2000/07/25,2000:207:15:59:48.55250,2000:207:16:00:15.66463,N,9,9,9,9,9,9,9,9,20,20,20,10,30,60.28670472,83.40273523, 18.78413   (18°47'02.87"N), -89.86812   (89°52'05.23"W), 19.70295   (19°42'10.62"N), -90.55721  (90°33'25.96"W), 19.44956   (19°26'58.42"N), -88.81447   (88°48'52.09"W), 18.11337   (18°06'48.13"N), -90.91398   (90°54'50.33"W), 17.86227 (17°51'44.17"N), -89.18702   (89°11'13.27"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,PREDICTIVE, 19.72582   (19°43'32.95"N), -91.00471   (91°00'16.96"S), 19.76201   (19°45'43.24"N), -88.75711   (88°45'25.60"S), 17.79731   (17°47'50.32"N), -90.95938  (90°57'33.77"W), 17.82971   (17°49'46.96"N), -88.73717   (88°44'13.81"S),7861,7131,7131,7861,77,4.870,3.753,3.104,8.871,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.78413,-89.86812,19.72582,-91.00471,19.76201,-88.75711,17.79731,-90.95938,17.82971,-88.73717
26,LT50200472000191XXX03,LT50200472000191XXX03,0,Y,LT50200472000191XXX03,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,2000/07/09,2000:191:15:59:36.37581,2000:191:16:00:03.48700,N,7,7,7,7,7,7,7,7,30,20,30,30,30,60.59731503,77.78630955, 18.79646   (18°47'47.26"N), -89.89829   (89°53'53.84"W), 19.71529   (19°42'55.04"N), -90.58743  (90°35'14.75"W), 19.46188   (19°27'42.77"N), -88.84455   (88°50'40.38"W), 18.12571   (18°07'32.56"N), -90.94423   (90°56'39.23"W), 17.87459 (17°52'28.52"N), -89.21715   (89°13'01.74"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,,GEOTIFF,PREDICTIVE, 19.73593   (19°44'09.35"N), -91.03640   (91°02'11.04"S), 19.77256   (19°46'21.22"N), -88.78585   (88°47'09.06"S), 17.80479   (17°48'17.24"N), -90.99062  (90°59'26.23"W), 17.83759   (17°50'15.32"N), -88.76555   (88°45'55.98"S),7871,7141,7141,7871,,,,,,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79646,-89.89829,19.73593,-91.0364,19.77256,-88.78585,17.80479,-90.99062,17.83759,-88.76555
27,LT50200472000175XXX02,LT50200472000175XXX02,0,Y,LT50200472000175XXX02,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,2000/06/23,2000:175:15:59:15.33700,2000:175:15:59:42.44756,N,9,9,9,9,9,9,9,9,10,10,10,0,10,61.15934722,75.37270531, 18.79303   (18°47'34.91"N), -89.89757   (89°53'51.25"W), 19.71186   (19°42'42.70"N), -90.58669  (90°35'12.08"W), 19.45845   (19°27'30.42"N), -88.84386   (88°50'37.90"W), 18.12228   (18°07'20.21"N), -90.94348   (90°56'36.53"W), 17.87117 (17°52'16.21"N), -89.21644   (89°12'59.18"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73323   (19°43'59.63"N), -91.03633   (91°02'10.79"S), 19.76985   (19°46'11.46"N), -88.78582   (88°47'08.95"S), 17.80208   (17°48'07.49"N), -90.99056  (90°59'26.02"W), 17.83488   (17°50'05.57"N), -88.76552   (88°45'55.87"S),7871,7141,7141,7871,106,5.458,3.396,4.273,.569,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79303,-89.89757,19.73323,-91.03633,19.76985,-88.78582,17.80208,-90.99056,17.83488,-88.76552
28,LT50200472000143XXX01,LT50200472000143XXX01,0,Y,LT50200472000143XXX01,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,2000/05/22,2000:143:15:58:33.20231,2000:143:15:59:00.31125,N,9,9,9,9,9,9,9,9,70,90,90,80,90,62.34787141,81.42585331, 18.79247   (18°47'32.89"N), -89.89962   (89°53'58.63"W), 19.71130   (19°42'40.68"N), -90.58874  (90°35'19.46"W), 19.45789   (19°27'28.40"N), -88.84591   (88°50'45.28"W), 18.12172   (18°07'18.19"N), -90.94553   (90°56'43.91"W), 17.87061 (17°52'14.20"N), -89.21849   (89°13'06.56"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.74134   (19°44'28.82"N), -91.03653   (91°02'11.51"S), 19.77798   (19°46'40.73"N), -88.78591   (88°47'09.28"S), 17.81020   (17°48'36.72"N), -90.99074  (90°59'26.66"W), 17.84301   (17°50'34.84"N), -88.76560   (88°45'56.16"S),7871,7141,7141,7871,42,5.957,3.181,5.036,11.546,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79247,-89.89962,19.74134,-91.03653,19.77798,-88.78591,17.8102,-90.99074,17.84301,-88.7656
29,LT50200472000127XXX04,LT50200472000127XXX04,0,Y,LT50200472000127XXX04,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,2000/05/06,2000:127:15:58:17.38869,2000:127:15:58:44.49706,N,9,9,9,9,9,9,9,9,20,10,30,10,20,61.97698402,89.49650723, 18.79647   (18°47'47.29"N), -89.92433   (89°55'27.59"W), 19.71530   (19°42'55.08"N), -90.61347  (90°36'48.49"W), 19.46189   (19°27'42.80"N), -88.87059   (88°52'14.12"W), 18.12572   (18°07'32.59"N), -90.97027   (90°58'12.97"W), 17.87460 (17°52'28.56"N), -89.24319   (89°14'35.48"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.74076   (19°44'26.74"N), -91.06224   (91°03'44.06"S), 19.77769   (19°46'39.68"N), -88.81454   (88°48'52.34"S), 17.80968   (17°48'34.85"N), -91.01616  (91°00'58.18"W), 17.84275   (17°50'33.90"N), -88.79390   (88°47'38.04"S),7861,7141,7141,7861,73,5.281,4.065,3.371,.299,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79647,-89.92433,19.74076,-91.06224,19.77769,-88.81454,17.80968,-91.01616,17.84275,-88.7939
30,LT50200472000111XXX02,LT50200472000111XXX02,0,Y,LT50200472000111XXX02,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,2000/04/20,2000:111:15:57:36.05150,2000:111:15:58:03.15925,N,9,9,9,9,9,9,9,9,0,0,0,0,0,60.16328569,99.18811035, 18.78204   (18°46'55.34"N), -89.84910   (89°50'56.76"W), 19.70086   (19°42'03.10"N), -90.53818  (90°32'17.45"W), 19.44747   (19°26'50.89"N), -88.79546   (88°47'43.66"W), 18.11128   (18°06'40.61"N), -90.89495   (90°53'41.82"W), 17.86018 (17°51'36.65"N), -89.16801   (89°10'04.84"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73168   (19°43'54.05"N), -90.98485   (90°59'05.46"S), 19.76762   (19°46'03.43"N), -88.73713   (88°44'13.67"S), 17.80041   (17°48'01.48"N), -90.93967  (90°56'22.81"W), 17.83259   (17°49'57.32"N), -88.71739   (88°43'02.60"S),7861,7141,7141,7861,191,3.405,1.928,2.807,.133,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.78204,-89.8491,19.73168,-90.98485,19.76762,-88.73713,17.80041,-90.93967,17.83259,-88.71739
31,LT50200472000095AAA02,LT50200472000095AAA02,0,Y,LT50200472000095AAA02,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,2000/04/04,2000:095:15:57:06.77800,2000:095:15:57:33.88475,N,9,9,9,9,9,9,9,9,20,10,0,0,10,56.98859738,108.75211171, 18.77874   (18°46'43.46"N), -89.82712   (89°49'37.63"W), 19.69756   (19°41'51.22"N), -90.51619  (90°30'58.28"W), 19.44418   (19°26'39.05"N), -88.77350   (88°46'24.60"W), 18.10798   (18°06'28.73"N), -90.87295   (90°52'22.62"W), 17.85689 (17°51'24.80"N), -89.14604   (89°08'45.74"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,PREDICTIVE, 19.70778   (19°42'28.01"N), -90.96426   (90°57'51.34"S), 19.74343   (19°44'36.35"N), -88.71683   (88°43'00.59"S), 17.77917   (17°46'45.01"N), -90.91943  (90°55'09.95"W), 17.81108   (17°48'39.89"N), -88.69737   (88°41'50.53"S),7861,7131,7131,7861,58,3.662,2.281,2.865,.202,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.77874,-89.82712,19.70778,-90.96426,19.74343,-88.71683,17.77917,-90.91943,17.81108,-88.69737
32,LT50200472000063XXX02,LT50200472000063XXX02,0,Y,LT50200472000063XXX02,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,2000/03/03,2000:063:15:55:59.59813,2000:063:15:56:26.70225,N,9,9,9,9,9,9,9,9,50,70,30,60,10,48.18132547,124.07761627, 18.76337   (18°45'48.13"N), -89.76071   (89°45'38.56"W), 19.68218   (19°40'55.85"N), -90.44972  (90°26'58.99"W), 19.42882   (19°25'43.75"N), -88.70720   (88°42'25.92"W), 18.09260   (18°05'33.36"N), -90.80644   (90°48'23.18"W), 17.84153 (17°50'29.51"N), -89.07968   (89°04'46.85"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,PREDICTIVE, 19.69840   (19°41'54.24"N), -90.89831   (90°53'53.92"S), 19.73323   (19°43'59.63"N), -88.64803   (88°38'52.91"S), 17.76693   (17°46'00.95"N), -90.85419  (90°51'15.08"W), 17.79811   (17°47'53.20"N), -88.62934   (88°37'45.62"S),7871,7141,7141,7871,37,4.533,2.993,3.405,.295,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.76337,-89.76071,19.6984,-90.89831,19.73323,-88.64803,17.76693,-90.85419,17.79811,-88.62934
33,LT50200472000047XXX04,LT50200472000047XXX04,0,Y,LT50200472000047XXX04,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,2000/02/16,2000:047:15:56:33.21500,2000:047:15:57:00.31769,N,9,9,9,9,9,9,9,9,10,0,10,20,20,44.06724295,130.18330618, 18.80372   (18°48'13.39"N), -89.93027   (89°55'48.97"W), 19.72255   (19°43'21.18"N), -90.61943  (90°37'09.95"W), 19.46913   (19°28'08.87"N), -88.87648   (88°52'35.33"W), 18.13298   (18°07'58.73"N), -90.97625   (90°58'34.50"W), 17.88185 (17°52'54.66"N), -89.24911   (89°14'56.80"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,PREDICTIVE, 19.73529   (19°44'07.04"N), -91.06496   (91°03'53.86"S), 19.77222   (19°46'19.99"N), -88.82020   (88°49'12.72"S), 17.80691   (17°48'24.88"N), -91.01892  (91°01'08.11"W), 17.83999   (17°50'23.96"N), -88.79953   (88°47'58.31"S),7851,7131,7131,7851,92,4.869,3.421,3.465,4.337,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.80372,-89.93027,19.73529,-91.06496,19.77222,-88.8202,17.80691,-91.01892,17.83999,-88.79953
34,LT50200472000031XXX04,LT50200472000031XXX04,0,Y,LT50200472000031XXX04,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,2000/01/31,2000:031:15:57:02.65906,2000:031:15:57:29.76050,N,9,9,9,9,9,9,9,9,0,0,0,0,0,40.77807403,135.36306683, 18.80294   (18°48'10.58"N), -89.94899   (89°56'56.36"W), 19.72177   (19°43'18.37"N), -90.63815  (90°38'17.34"W), 19.46835   (19°28'06.06"N), -88.89521   (88°53'42.76"W), 18.13219   (18°07'55.88"N), -90.99497   (90°59'41.89"W), 17.88107 (17°52'51.85"N), -89.26783   (89°16'04.19"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,PREDICTIVE, 19.73496   (19°44'05.86"N), -91.07924   (91°04'45.26"S), 19.77204   (19°46'19.34"N), -88.83738   (88°50'14.57"S), 17.80662   (17°48'23.83"N), -91.03304  (91°01'58.94"W), 17.83983   (17°50'23.39"N), -88.81651   (88°48'59.44"S),7841,7131,7131,7841,186,3.982,2.713,2.915,.274,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.80294,-89.94899,19.73496,-91.07924,19.77204,-88.83738,17.80662,-91.03304,17.83983,-88.81651
35,LT50200472000015AAA04,LT50200472000015AAA04,0,Y,LT50200472000015AAA04,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,2000/01/15,2000:015:15:57:36.12219,2000:015:15:58:03.22300,N,9,9,9,9,9,9,9,9,50,30,40,90,50,38.78755529,139.6957397, 18.81529   (18°48'55.04"N), -89.98789   (89°59'16.40"W), 19.73413   (19°44'02.87"N), -90.67710  (90°40'37.56"W), 19.48069   (19°28'50.48"N), -88.93403   (88°56'02.51"W), 18.14455   (18°08'40.38"N), -91.03394   (91°02'02.18"W), 17.89341 (17°53'36.28"N), -89.30669   (89°18'24.08"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,PREDICTIVE, 19.75027   (19°45'00.97"N), -91.11964   (91°07'10.70"S), 19.78791   (19°47'16.48"N), -88.87478   (88°52'29.21"S), 17.82203   (17°49'19.31"N), -91.07294  (91°04'22.58"W), 17.85574   (17°51'20.66"N), -88.85347   (88°51'12.49"S),7851,7131,7131,7851,39,4.361,2.622,3.485,11.878,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.81529,-89.98789,19.75027,-91.11964,19.78791,-88.87478,17.82203,-91.07294,17.85574,-88.85347
36,LT50200471999364CPE03,LT50200471999364CPE03,0,Y,LT50200471999364CPE03,LANDSAT_5,SAM,CPE,DAY, 020, 047,2,1999/12/30,1999:364:15:57:48.08963,1999:364:15:58:15.19025,N,9,9,9,9,9,9,9,9,.02,0,.01,.01,.05,38.29204562,142.93712242, 18.80810   (18°48'29.16"N), -89.94453   (89°56'40.31"W), 19.72693   (19°43'36.95"N), -90.63371  (90°38'01.36"W), 19.47351   (19°28'24.64"N), -88.89071   (88°53'26.56"W), 18.13736   (18°08'14.50"N), -90.99054   (90°59'25.94"W), 17.88623 (17°53'10.43"N), -89.26335   (89°15'48.06"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.74314   (19°44'35.30"N), -91.07659   (91°04'35.72"S), 19.78023   (19°46'48.83"N), -88.83174   (88°49'54.26"S), 17.81480   (17°48'53.28"N), -91.03040  (91°01'49.44"W), 17.84801   (17°50'52.84"N), -88.81093   (88°48'39.35"S),7851,7131,7131,7851,199,4.333,2.879,3.238,.345,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.8081,-89.94453,19.74314,-91.07659,19.78023,-88.83174,17.8148,-91.0304,17.84801,-88.81093
37,LT50200471999348CPE04,LT50200471999348CPE04,0,Y,LT50200471999348CPE04,LANDSAT_5,SAM,CPE,DAY, 020, 047,2,1999/12/14,1999:348:15:57:50.49481,1999:348:15:58:17.59463,N,9,9,9,9,9,9,9,9,75.4,62.46,50.32,90.31,98.51,39.36030213,144.82427628, 18.78590   (18°47'09.24"N), -89.86655   (89°51'59.58"W), 19.70472   (19°42'16.99"N), -90.55565  (90°33'20.34"W), 19.45133   (19°27'04.79"N), -88.81288   (88°48'46.37"W), 18.11514   (18°06'54.50"N), -90.91242   (90°54'44.71"W), 17.86404 (17°51'50.54"N), -89.18545   (89°11'07.62"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.71507   (19°42'54.25"N), -91.00158   (91°00'05.69"S), 19.75120   (19°45'04.32"N), -88.75413   (88°45'14.87"S), 17.78654   (17°47'11.54"N), -90.95632  (90°57'22.75"W), 17.81889   (17°49'08.00"N), -88.73423   (88°44'03.23"S),7861,7131,7131,7861,40,4.258,3.088,2.932,11.372,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.7859,-89.86655,19.71507,-91.00158,19.7512,-88.75413,17.78654,-90.95632,17.81889,-88.73423
38,LT50200471999332AAA05,LT50200471999332AAA05,0,Y,LT50200471999332AAA05,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1999/11/28,1999:332:15:57:56.98706,1999:332:15:58:24.08613,N,9,9,9,9,9,9,9,9,0,0,10,0,10,41.82472935,145.01765569, 18.77369   (18°46'25.28"N), -89.80838   (89°48'30.17"W), 19.69251   (19°41'33.04"N), -90.49743  (90°29'50.75"W), 19.43913   (19°26'20.87"N), -88.75480   (88°45'17.28"W), 18.10292   (18°06'10.51"N), -90.85417   (90°51'15.01"W), 17.85184 (17°51'06.62"N), -89.12732   (89°07'38.35"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.70552   (19°42'19.87"N), -90.94420   (90°56'39.12"S), 19.74093   (19°44'27.35"N), -88.69391   (88°41'38.08"S), 17.77956   (17°46'46.42"N), -90.89966  (90°53'58.78"W), 17.81128   (17°48'40.61"N), -88.67473   (88°40'29.03"S),7871,7121,7121,7871,137,4.159,2.874,3.006,.316,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.77369,-89.80838,19.70552,-90.9442,19.74093,-88.69391,17.77956,-90.89966,17.81128,-88.67473
39,LT50200471999316XXX02,LT50200471999316XXX02,0,Y,LT50200471999316XXX02,LANDSAT_5,N/A,XXX,DAY, 020, 047,2,1999/11/12,1999:316:15:58:30.77413,1999:316:15:58:57.87231,N,9,9,9,9,9,9,9,9,20,0,40,20,20,45.34291679,143.21919852, 18.79046   (18°47'25.66"N), -89.86388   (89°51'49.97"W), 19.70929   (19°42'33.44"N), -90.55299  (90°33'10.76"W), 19.45588   (19°27'21.17"N), -88.81018   (88°48'36.65"W), 18.11971   (18°07'10.96"N), -90.90978   (90°54'35.21"W), 17.86860 (17°52'06.96"N), -89.18276   (89°10'57.94"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73142   (19°43'53.11"N), -90.99628   (90°59'46.61"S), 19.76751   (19°46'03.04"N), -88.74858   (88°44'54.89"S), 17.80559   (17°48'20.12"N), -90.95109  (90°57'03.92"W), 17.83791   (17°50'16.48"N), -88.72876   (88°43'43.54"S),7861,7121,7121,7861,91,4.632,3.01,3.521,10.25,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79046,-89.86388,19.73142,-90.99628,19.76751,-88.74858,17.80559,-90.95109,17.83791,-88.72876
40,LT50200471999300AAA03,LT50200471999300AAA03,0,Y,LT50200471999300AAA03,LANDSAT_5,N/A,AAA,DAY, 020, 047,2,1999/10/27,1999:300:15:59:04.59950,1999:300:15:59:31.69731,N,9,9,9,9,9,9,9,9,30,20,60,10,20,49.33037161,138.97241475, 18.79981   (18°47'59.32"N), -89.92544   (89°55'31.58"W), 19.71864   (19°43'07.10"N), -90.61459  (90°36'52.52"W), 19.46522   (19°27'54.79"N), -88.87168   (88°52'18.05"W), 18.12906   (18°07'44.62"N), -90.97140   (90°58'17.04"W), 17.87794 (17°52'40.58"N), -89.24429   (89°14'39.44"W),Yes                                ,NOMINAL,NA,TMR_L0RP,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73535   (19°44'07.26"N), -91.06210   (91°03'43.56"S), 19.77227   (19°46'20.17"N), -88.81448   (88°48'52.13"S), 17.80697   (17°48'25.09"N), -91.01610  (91°00'57.96"W), 17.84004   (17°50'24.14"N), -88.79387   (88°47'37.93"S),7861,7131,7131,7861,67,4.793,3.497,3.278,11.31,UTM,WGS84,WGS84,16,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,18.79981,-89.92544,19.73535,-91.0621,19.77227,-88.81448,17.80697,-91.0161,17.84004,-88.79387
